STUID,DOB,GENDER,ETHNICITYID,ETHNICITY,CITYID,CITY,DISTRICTID,DISTRICT,FEEDERID,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,BREAK,ENROLLEDSEMESTER,SEMESTERCREDITSATTEMPTED,SEMESTERCREDITSEARNED,SEMESTERPOINTS,SEMESTERGPA,COURSECODE,COURSETITLE,COURSEGRADE,COURSECREDITS,COURSEPOINTS,COURSEGPA,COMMENTS,CGPA
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2006-2,3.00,3.00,6.00,2.67,MATH333,CALCULUS III,C,3.00,6.00,2.00,,3.09
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-2,12.00,12.00,45.00,3.54,CMPS424,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75,,3.09
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2006-1,3.00,3.00,10.50,3.08,CMPS316,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50,,3.09
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2006-1,3.00,3.00,7.50,3.08,MATH203,CALCULUS II,C+,3.00,7.50,2.50,,3.09
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-2,3.00,3.00,7.50,3.54,CMPS314,ALGORITHMS,C+,3.00,7.50,2.50,,3.09
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2006-1,3.00,3.00,7.50,3.08,CMPS317,ADVANCED GUI DEVELOPMENT,C+,3.00,7.50,2.50,,3.09
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2006-2,3.00,3.00,3.00,2.67,CMPS314,ALGORITHMS,D,3.00,3.00,1.00,REPEAT,3.09
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-1,3.00,3.00,4.50,3.06,CMCN209,COMMUNICATION SKILLS,D+,3.00,4.50,1.50,,3.09
1384,01/09/1980,F,15,Other,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-2,3.00,3.00,11.25,3.54,CMPS413,ADVANCED WEB TECHNOLOGIES,A-,3.00,11.25,3.75,,3.09
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2006-1,3.00,3.00,10.50,3.75,MATH441,NUMERICAL ANALYSIS,B+,3.00,10.50,3.50,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-2,3.00,3.00,12.00,3.95,CMPS332,P C REPAIR,A,3.00,12.00,4.00,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2006-1,3.00,3.00,12.00,3.75,CMPS422,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A,3.00,12.00,4.00,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2006-2,12.00,12.00,48.00,4.00,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-1,3.00,3.00,9.00,3.35,CMPS314,ALGORITHMS,B,3.00,9.00,3.00,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-1,3.00,3.00,11.25,3.35,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-1,3.00,3.00,10.50,3.35,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-1,3.00,3.00,7.50,3.35,MATH330,DISCRETE MATHEMATHICS,C+,3.00,7.50,2.50,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-2,3.00,3.00,11.25,3.95,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,A-,3.00,11.25,3.75,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2006-1,3.00,3.00,11.25,3.75,MATH480,LINEAR PROGRAMMING.,A-,3.00,11.25,3.75,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-2,3.00,3.00,12.00,3.95,CMPS324,SOFTWARE ENGINEERING,A,3.00,12.00,4.00,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-2,3.00,3.00,12.00,3.95,CMPS328,DATABASE MGMT. SYS. II,A,3.00,12.00,4.00,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-1,3.00,3.00,12.00,3.35,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,A,3.00,12.00,4.00,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2005-2,3.00,3.00,12.00,3.95,CMPS412,ADVANCED COMPUTER ARCHITECTURE,A,3.00,12.00,4.00,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2006-1,3.00,3.00,10.50,3.75,CMPS414,NETWORKING II,B+,3.00,10.50,3.50,,3.75
1405,06/09/1985,M,8,Creole,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,15/08/2005,BINT,Information Technology,13,Bachelor of Science,Graduated,09/06/2007,18/05/2007,-,2006-1,3.00,3.00,12.00,3.75,CMPS416,COMPILER CONSTRUCTION,A,3.00,12.00,4.00,,3.75
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-1,3.00,3.00,10.50,3.33,CMPS213,BASIC PC REPAIR,B+,3.00,10.50,3.50,,3.33
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-2,3.00,0.00,0.00,,CMPS328,DATABASE MGMT. SYS. II,RE,3.00,0.00,0.00,,3.33
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-1,3.00,0.00,0.00,3.33,CMPS144,PRINCIPLES OF PROGRAMMING II,WP,3.00,0.00,0.00,REPEAT,3.33
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-1,3.00,3.00,9.00,3.33,CMPS245,DATABASE MANAGEMENT SYSTEMS I,B,3.00,9.00,3.00,,3.33
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-1,3.00,3.00,10.50,3.33,PSYC221,INTRO TO PSYCHOLOGY,B+,3.00,10.50,3.50,,3.33
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-2,3.00,0.00,0.00,,CMPS144,PRINCIPLES OF PROGRAMMING II,RE,3.00,0.00,0.00,REPEAT,3.33
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-2,3.00,0.00,0.00,,MATH104,CALCULUS I,RE,3.00,0.00,0.00,,3.33
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-1,3.00,0.00,0.00,3.33,CMPS321,TELECOMMUNICATIONS SYSTEMS,W,3.00,0.00,0.00,,3.33
1421,16/06/1967,M,8,Creole,"52,273",DANGRIGA TOWN,38,STANN CREEK,123,FOREIGN,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2006-2,3.00,0.00,0.00,,CMPS323,SYSTEMS ADMINISTRATION,RE,3.00,0.00,0.00,,3.33
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2008-1,3.00,3.00,9.00,3.25,CMPS328,DATABASE MGMT. SYS. II,B,3.00,9.00,3.00,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2010-2,3.00,3.00,9.00,3.25,CMPS3252,ALGORITHMS,B,3.00,9.00,3.00,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2011-1,3.00,3.00,11.25,3.38,CMPS3151,TELECOMMUNICATION,A-,3.00,11.25,3.75,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2015-2,3.00,3.00,9.00,3.00,MATH3251,CALCULUS III,B,3.00,9.00,3.00,,3.42
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2016-2,12.00,12.00,42.00,3.50,CMPS4992,PROFESSIONAL PRACTICE,B+,12.00,42.00,3.50,,3.42
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2018-1,3.00,3.00,9.00,3.00,CMPS2151,WEB DEVELOPMENT,B,3.00,9.00,3.00,,3.42
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2010-1,3.00,3.00,4.50,3.00,CMPS3151,TELECOMMUNICATION,D+,3.00,4.50,1.50,REPEAT,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2011-1,3.00,3.00,9.00,3.38,ENGL2105,COMMUNICATION SKILLS,B,3.00,9.00,3.00,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-1,3.00,3.00,12.00,3.83,MGMT101,APPLIED MANAGEMENT I,A,3.00,12.00,4.00,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2010-1,3.00,3.00,9.00,3.00,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2016-1,3.00,3.00,10.50,3.50,CMPS3131,ADVANCED GUI PROGRAMMING,B+,3.00,10.50,3.50,,3.42
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2017-1,3.00,3.00,10.50,3.50,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50,,3.42
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-1,3.00,3.00,12.00,3.83,CMPS316,PROGRAMMING LANGUAGES,A,3.00,12.00,4.00,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-1,3.00,3.00,10.50,3.83,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2008-1,3.00,3.00,10.50,3.25,MGMT304,DYNAMICS OF ORG. BEHAVIOUR,B+,3.00,10.50,3.50,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2008-2,3.00,3.00,10.50,3.50,CMPS319,SYSTEMS ENGINEERING,B+,3.00,10.50,3.50,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2008-2,3.00,3.00,4.50,3.50,CMPS323,SYSTEMS ADMINISTRATION,D+,3.00,4.50,1.50,REPEAT,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2017-2,3.00,3.00,11.25,3.75,MATH3151,LINEAR ALGEBRA,A-,3.00,11.25,3.75,,3.42
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2009-1,3.00,3.00,10.50,3.50,CMPS318,ADVANCED PC REPAIR,B+,3.00,10.50,3.50,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2010-2,3.00,3.00,10.50,3.25,CMPS3232,SYSTEMS ADMINISTRATION,B+,3.00,10.50,3.50,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2011-2,3.00,3.00,7.50,2.50,CMPS2212,GUI PROGRAMMING,C+,3.00,7.50,2.50,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2012-1,3.00,3.00,10.50,3.50,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,B+,3.00,10.50,3.50,,3.38
1430,14/09/1977,M,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2015-1,3.00,0.00,0.00,,CMPS3131,ADVANCED GUI PROGRAMMING,RE,3.00,0.00,0.00,REPEAT,3.42
1453,24/05/1984,M,8,Creole,"52,452",ORANGE WALK DISTRICT,25,ORANGE WALK,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2003-1,3.00,,,0.00,CMPS245,DATABASE MANAGEMENT SYSTEMS I,NG,3.00,,,,
1453,24/05/1984,M,8,Creole,"52,452",ORANGE WALK DISTRICT,25,ORANGE WALK,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2003-1,3.00,,,0.00,CMPS247,COMPUTER NETWORKING I,NG,3.00,,,,
1453,24/05/1984,M,8,Creole,"52,452",ORANGE WALK DISTRICT,25,ORANGE WALK,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2003-1,3.00,,,0.00,HIST201,BELIZEAN HISTORY,NG,3.00,,,,
1456,18/10/1984,M,13,Mestizo,"52,245",COROZAL DISTRICT,394,COROZAL,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2003-1,3.00,,,0.00,CMPS247,COMPUTER NETWORKING I,NG,3.00,,,,
1456,18/10/1984,M,13,Mestizo,"52,245",COROZAL DISTRICT,394,COROZAL,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2003-1,3.00,,,0.00,HIST201,BELIZEAN HISTORY,NG,3.00,,,,
1456,18/10/1984,M,13,Mestizo,"52,245",COROZAL DISTRICT,394,COROZAL,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2003-1,3.00,,,0.00,CMPS245,DATABASE MANAGEMENT SYSTEMS I,NG,3.00,,,,
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2003-1,3.00,3.00,6.00,3.50,CMPS142,PRINCIPLES OF PROGRAMMING I,C,3.00,6.00,2.00,REPEAT,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2003-2,3.00,3.00,7.50,2.50,SOCL221,INTRODUCTION TO SOCIOLOGY,C+,3.00,7.50,2.50,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2003-1,3.00,3.00,10.50,3.50,CMPS247,COMPUTER NETWORKING I,B+,3.00,10.50,3.50,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2003-1,3.00,3.00,11.25,3.50,SPAN111,SPANISH 1,A-,3.00,11.25,3.75,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2003-1,3.00,3.00,9.00,3.50,CMPS248,SOFTWARE IN SOCIETY,B,3.00,9.00,3.00,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2004-1,3.00,3.00,9.00,2.10,PHIL210,ETHICS,B,3.00,9.00,3.00,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2003-2,3.00,0.00,0.00,2.50,CMPS144,PRINCIPLES OF PROGRAMMING II,W,3.00,0.00,0.00,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2004-1,3.00,3.00,3.00,2.10,MATH330,DISCRETE MATHEMATHICS,D,3.00,3.00,1.00,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2003-1,3.00,3.00,11.25,3.50,HIST201,BELIZEAN HISTORY,A-,3.00,11.25,3.75,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2004-2,3.00,3.00,6.00,2.50,MGMT101,APPLIED MANAGEMENT I,C,3.00,6.00,2.00,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2004-2,3.00,3.00,9.00,2.50,MGMT285,BUSINESS ETHICS,B,3.00,9.00,3.00,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2004-1,3.00,3.00,7.50,2.10,CMPS142,PRINCIPLES OF PROGRAMMING I,C+,3.00,7.50,2.50,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2004-1,3.00,3.00,4.50,2.10,CMPS245,DATABASE MANAGEMENT SYSTEMS I,D+,3.00,4.50,1.50,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2004-1,3.00,3.00,7.50,2.10,ENGL318,TECHNICAL WRITING.,C+,3.00,7.50,2.50,,2.65
1459,08/12/1980,F,13,Mestizo,"52,997",BELMOPAN CITY,393,CAYO,108,BELIZE ADVENTIST COLLEGE,18/08/2003,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2004-2,3.00,3.00,7.50,2.50,ECON101,INTRODUCTION TO ECONOMICS,C+,3.00,7.50,2.50,,2.65
1474,24/10/1986,M,10,Garifuna,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-1,3.00,3.00,9.00,3.04,CMPS315,NETWORK ENGINEERING,B,3.00,9.00,3.00,,2.43
1474,24/10/1986,M,10,Garifuna,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-2,3.00,,,1.70,CMPS360,MANAGEMENT INFORMATION SYSTEM,NG,3.00,,,,2.43
1474,24/10/1986,M,10,Garifuna,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,14/08/2006,BINT,Information Technology,13,Bachelor of Science,Terminated,,,-,2007-2,3.00,3.00,7.50,1.70,MATH104,CALCULUS I,C+,3.00,7.50,2.50,,2.43
1474,24/10/1986,M,10,Garifuna,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-1,3.00,3.00,4.50,2.00,MATH2201,CALCULUS II,D+,3.00,4.50,1.50,REPEAT,3.01
1474,24/10/1986,M,10,Garifuna,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-2,3.00,3.00,11.25,3.13,CMPS3232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75,,3.01
1474,24/10/1986,M,10,Garifuna,"52,997",BELMOPAN CITY,393,CAYO,164,UNIVERSITY OF BELIZE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-1,3.00,3.00,7.50,2.83,MATH3251,CALCULUS III,C+,3.00,7.50,2.50,,3.01
